StoreID,StoreName,Street,City,State,StoreTiminings,Phone,Fax,Email,URL,Latitude,Longitude
20444,Dedham,"630 Washington Street, Space 33A",Dedham,Massachusetts,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 PM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday : 10:00 AM - 5:00 PM,781-455-1001,413-344-0121,dedham@dogtopia.com,https://www.dogtopia.com/massachusetts-dedham,42.2403232,-71.1790065
20436,Alpharetta at Halcyon,6275 Cortland Walk,Alpharetta,Georgia,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday :  - ,770-676-2283,,halcyon@dogtopia.com,https://www.dogtopia.com/alpharetta-halcyon,34.10973971971185,-84.2223898586197
20349,Downtown Orlando,1452 Alden Rd,Orlando,Florida,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 10:00 AM - 6:00 PM | Sunday : 10:00 AM - 6:00 PM,407-801-6008,,downtownorlando@dogtopia.com,https://www.dogtopia.com/downtown-orlando,28.5648584,-81.37167360000001
20322,Thunderbolt,2391 Downing Ave,Savannah,Georgia,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday : 10:00 AM - 5:00 PM,912-217-4229,,thunderbolt@dogtopia.com,https://www.dogtopia.com/savannah-thunderbolt,32.038519,-81.055607
20298,Roanoke,216 East Highway 114,Roanoke,Texas,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 9:00 AM - 5:00 PM | Sunday : 2:00 PM - 4:00 PM,817-837-9915,,roanoke@dogtopia.com,https://www.dogtopia.com/roanoke,33.0083253,-97.2212155
20181,Town & Country,13933 Manchester Road,Ballwin,Missouri,Monday : 6:30 AM - 7:00 PM | Tuesday : 6:30 AM - 7:00 PM | Wednesday : 6:30 AM - 7:00 PM | Thursday : 6:30 AM - 7:00 PM | Friday : 6:30 AM - 7:00 PM | Saturday : 9:00 AM - 5:00 PM | Sunday : 9:00 AM - 5:00 PM,314-230-0550,,townandcountry@dogtopia.com,https://www.dogtopia.com/town-country-ballwin,38.5965655,-90.4862615
20142,Sandy Springs,6010-A Sandy Springs Circle,Atlanta,Georgia,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday : 1:00 PM - 5:00 PM,678-973-0521,,sandysprings@dogtopia.com,https://www.dogtopia.com/sandy-springs,33.920614,-84.3844684
20116,Cedar Mill,11780 NW Cedar Falls Dr,Portland,Oregon,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 9:00 AM - 5:00 PM | Sunday : 9:00 AM - 5:00 PM,503-288-7185,,cedarmill@dogtopia.com,https://www.dogtopia.com/cedar-mill,45.5208774,-122.8000389
20112,Frisco - Preston,7227 Preston Rd,Frisco,Texas,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday : 10:00 AM - 5:00 PM,469-778-7300,,friscopreston@dogtopia.com,https://www.dogtopia.com/frisco-preston,33.1384702,-96.80575309999999
19854,Shrewsbury,980 Shrewsbury Ave,Tinton Falls,New Jersey,Monday : 6:00 AM - 8:00 PM | Tuesday : 6:00 AM - 8:00 PM | Wednesday : 6:00 AM - 8:00 PM | Thursday : 6:00 AM - 8:00 PM | Friday : 6:00 AM - 8:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday : 10:00 AM - 5:00 PM,732-440-9080,,shrewsbury@dogtopia.com,https://www.dogtopia.com/newjersey-shrewsbury,40.3130198,-74.06654569999999
19795,Bethpage,4076 Hempstead Turnpike,Bethpage,New York,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday : 10:00 AM - 5:00 PM,516-862-4514,516-605-9777,bethpage@dogtopia.com,https://www.dogtopia.com/newyork-bethpage,40.7252017,-73.48560859999999
19752,Decatur,2098 North Decatur Road,Decatur,Georgia,Monday : 5:30 AM - 8:00 PM | Tuesday : 5:30 AM - 8:00 PM | Wednesday : 5:30 AM - 8:00 PM | Thursday : 5:30 AM - 8:00 PM | Friday : 5:30 AM - 8:00 PM | Saturday : 7:00 AM - 7:00 PM | Sunday : 10:00 AM - 5:00 PM,470-487-8005,,decatur@dogtopia.com,https://www.dogtopia.com/decatur,33.7912236,-84.3055377
19735,Maplewood,2017 Woodlynn Ave,Maplewood,Minnesota,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 8:00 AM - 5:00 PM | Sunday : 12:00 PM - 5:00 PM,651-505-1848,,maplewood@dogtopia.com,https://www.dogtopia.com/maplewood,45.0336859,-93.0156291
19706,Belden-Canton,4413 Whipple Ave N.W.,Canton,Ohio,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday : 10:00 AM - 5:00 PM,330-970-2200,,beldencanton@dogtopia.com,https://www.dogtopia.com/belden-canton,40.8485495,-81.42334819999999
19693,Plymouth,246 N Main St,Plymouth,Michigan,Monday : 6:30 AM - 7:00 PM | Tuesday : 6:30 AM - 7:00 PM | Wednesday : 6:30 AM - 7:00 PM | Thursday : 6:30 AM - 7:00 PM | Friday : 6:30 AM - 7:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday : 10:00 AM - 5:00 PM,734-887-9090,,plymouth@dogtopia.com,https://www.dogtopia.com/plymouth,42.3741458,-83.4645103
19656,Union,1235 W. Chestnut Street,Union,New Jersey,Monday : 6:00 AM - 8:00 PM | Tuesday : 6:00 AM - 8:00 PM | Wednesday : 6:00 AM - 8:00 PM | Thursday : 6:00 AM - 8:00 PM | Friday : 6:00 AM - 8:00 PM | Saturday : 10:00 AM - 5:00 PM | Sunday : 10:00 AM - 5:00 PM,908-774-1400,,union@dogtopia.com,https://www.dogtopia.com/union-newjersey,40.6922763,-74.2892703
19614,Milford,40 Quirk Road,Milford,Connecticut,Monday : 6:30 AM - 7:00 PM | Tuesday : 6:30 AM - 7:00 PM | Wednesday : 6:30 AM - 7:00 PM | Thursday : 6:30 AM - 7:00 PM | Friday : 6:30 AM - 7:00 PM | Saturday : 9:00 AM - 5:00 PM | Sunday : 9:00 AM - 5:00 PM,203-951-9970,,milford@dogtopia.com,https://www.dogtopia.com/milford,41.2379397,-73.0097605
19504,Navy Yard,900 M St. SE,Washington,D.C.,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 7:00 AM - 7:00 PM | Sunday : 7:00 AM - 7:00 PM,(202) 629-2765,(202) 921-0449,navyyard@dogtopia.com,https://www.dogtopia.com/washington-navy-yard,38.87662939999999,-76.9933835
19500,Downtown D.C.,1232 9th St. NW,Washington,D.C.,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 7:00 AM - 7:00 PM | Sunday : 7:00 AM - 7:00 PM,(202) 789-0870,(202) 921-0428,downtowndc@dogtopia.com,https://www.dogtopia.com/downtown-washington-dc,38.9065614,-77.02440299999999
19481,West Midtown Atlanta,1201 West Lane NW,Atlanta,Georgia,Monday : 6:30 AM - 7:30 PM | Tuesday : 6:30 AM - 7:30 PM | Wednesday : 6:30 AM - 7:30 PM | Thursday : 6:30 AM - 7:30 PM | Friday : 6:30 AM - 7:30 PM | Saturday : 7:30 AM - 7:00 PM | Sunday : 10:00 AM - 5:00 PM,404-267-4589,,westmidtownatl@dogtopia.com,https://www.dogtopia.com/west-midtown-atlanta,33.7873879,-84.4144352
19448,Regina East,1818 E Victoria Ave,Regina,Saskatchewan,Monday : 6:30 AM - 6:30 PM | Tuesday : 6:30 AM - 6:30 PM | Wednesday : 6:30 AM - 6:30 PM | Thursday : 6:30 AM - 6:30 PM | Friday : 6:30 AM - 6:30 PM | Saturday :  -  | Sunday :  - ,306-805-0538,,reginaeast@dogtopia.com,https://www.dogtopia.com/regina-east,50.448165,-104.5575284
19354,Denver Tech Center,"8755 E Orchard Rd., Suite 601-602",Greenwood Village,Colorado,Monday : 7:00 AM - 7:00 PM | Tuesday : 7:00 AM - 7:00 PM | Wednesday : 7:00 AM - 7:00 PM | Thursday : 7:00 AM - 7:00 PM | Friday : 7:00 AM - 7:00 PM | Saturday : 8:00 AM - 5:00 PM | Sunday : 8:00 AM - 5:00 PM,303-495-1161,,dtc@dogtopia.com,https://www.dogtopia.com/denver-tech-center,39.6105315,-104.8884262
